Transaction_ID,Transaction_DateTime,Product_ID,Product_Name,Category,Brand,Model,Product_Type,Quantity,Total_Amount,Unit_Price,Customer_ID,Customer_Age,Customer_Gender,Order_Type,Delivery_Time_Min,Payment_Method,Customer_Rating,Supplier_ID,Discount_Applied,Staff_ID,Transaction_Status,Inventory_Level
T01555,5/6/2023 2:24,P5197,Oppo 10 Screen Replacement,Screen,Oppo,Oppo 10,Repair,1,142,142,C547,30,Male,Lazada,129,Online Banking,4.7,S003,0,ST007,Refunded,31
T01556,5/9/2023 7:24,P3116,Xiaomi 16 Screen Replacement,Screen,Xiaomi,Xiaomi 16,Repair,1,362,362,C367,22,Female,Walk-In,91,Online Banking,4.7,S001,0,ST003,Completed,71
T01557,8/2/2025 22:16,P6991,Vivo Case,Case,Vivo,Vivo 10,Accessory,3,246.95,84,C958,31,Female,Walk-In,30,Online Banking,4.6,S002,5.05,ST008,Refunded,32
T01558,12/9/2024 7:51,P2550,Realme 11 Battery Replacement,Battery,Realme,Realme 11,Repair,1,124,124,C444,53,Female,Walk-In,67,QR Pay,4.2,S004,0,ST002,Completed,65
T01559,20/8/2025 2:41,P5098,Vivo 17 Speaker Replacement,Speaker,Vivo,Vivo 17,Repair,1,343,343,C745,29,Male,Walk-In,133,Online Banking,4.3,S004,0,ST005,Completed,31
T01560,8/4/2023 2:37,P8311,Vivo Cable,Cable,Vivo,Vivo 19,Accessory,1,113.73,115,C505,40,Female,Walk-In,30,Cash,4.2,S002,1.27,ST008,Cancelled,80
T01561,8/7/2024 0:49,P8032,Apple Power Bank,Power Bank,Apple,Apple 20,Accessory,1,66.66,75,C280,52,Female,Lazada,0,Cash,3.4,S004,8.34,ST005,Completed,31
T01562,11/2/2023 1:52,P8888,Huawei Screen Protector,Screen Protector,Huawei,Huawei 15,Accessory,1,46.89,51,C854,51,Female,Lazada,0,QR Pay,4,S004,4.11,ST001,Completed,42
T01563,7/10/2025 0:20,P6103,Realme 10 Motherboard Replacement,Motherboard,Realme,Realme 10,Repair,1,216,216,C341,33,Male,Lazada,117,QR Pay,4.4,S001,0,ST006,Completed,27
T01564,14/3/2025 2:30,P8323,Apple 23 Charging Port Replacement,Charging Port,Apple,Apple 23,Repair,1,181,181,C546,30,Male,Shopee,128,QR Pay,3.4,S002,0,ST006,Completed,21
T01565,29/6/2024 0:40,P7303,Xiaomi Screen Protector,Screen Protector,Xiaomi,Xiaomi 19,Accessory,2,340.25,173,C228,38,Female,Shopee,30,Cash,4.9,S004,5.75,ST001,Completed,31
T01566,19/9/2024 2:33,P7280,Samsung 14 Battery Replacement,Battery,Samsung,Samsung 14,Repair,1,201,201,C545,37,Female,Lazada,68,Cash,3.2,S004,0,ST010,Completed,35
T01567,28/7/2024 2:39,P3381,Huawei 11 Screen Replacement,Screen,Huawei,Huawei 11,Repair,1,165,165,C670,28,Male,Shopee,44,Online Banking,4.5,S004,0,ST001,Completed,12
T01568,16/5/2023 5:12,P5626,Realme 10 Camera Replacement,Camera,Realme,Realme 10,Repair,1,306,306,C543,29,Female,Lazada,44,QR Pay,3.2,S001,0,ST008,Cancelled,87
T01569,6/12/2024 6:09,P8942,Apple Screen Protector,Screen Protector,Apple,Apple 19,Accessory,2,153.69,81,C466,37,Male,Walk-In,30,Online Banking,3.9,S001,8.31,ST001,Completed,14
T01570,6/5/2025 0:39,P4212,Samsung Cable,Cable,Samsung,Samsung 23,Accessory,3,306.18,103,C130,41,Female,Shopee,30,Credit Card,4.9,S003,2.82,ST008,Completed,9
T01571,27/10/2024 8:28,P9147,Huawei Cable,Cable,Huawei,Huawei 23,Accessory,2,97.83,50,C738,40,Male,Shopee,30,QR Pay,4.7,S003,2.17,ST002,Refunded,49
T01572,27/7/2025 2:28,P5743,Xiaomi Cable,Cable,Xiaomi,Xiaomi 10,Accessory,3,180.24,61,C803,43,Male,Walk-In,30,Credit Card,4.5,S003,2.76,ST010,Cancelled,12
T01573,15/11/2023 1:47,P5187,Oppo 23 Charging Port Replacement,Charging Port,Oppo,Oppo 23,Repair,1,369,369,C212,31,Male,Walk-In,40,QR Pay,4.2,S001,0,ST005,Completed,86
T01574,9/6/2023 9:26,P5042,Vivo Power Bank,Power Bank,Vivo,Vivo 17,Accessory,2,224.56,113,C987,20,Female,Walk-In,30,Online Banking,5,S003,1.44,ST005,Completed,67
T01575,6/3/2023 3:21,P5549,Xiaomi 23 Battery Replacement,Battery,Xiaomi,Xiaomi 23,Repair,1,250,250,C906,56,Female,Shopee,34,Cash,4.9,S003,0,ST004,Cancelled,13
T01576,27/2/2025 10:15,P7918,Apple Power Bank,Power Bank,Apple,Apple 25,Accessory,3,149.23,50,C282,20,Male,Walk-In,0,Cash,3.8,S004,0.77,ST007,Completed,30
T01577,5/10/2025 5:42,P6879,Huawei 23 Battery Replacement,Battery,Huawei,Huawei 23,Repair,1,288,288,C916,51,Male,Lazada,32,Credit Card,4.2,S002,0,ST005,Completed,4
T01578,12/7/2024 10:03,P7253,Apple 11 Motherboard Replacement,Motherboard,Apple,Apple 11,Repair,1,243,243,C812,54,Male,Shopee,37,Credit Card,4.7,S004,0,ST009,Completed,65
T01579,3/12/2023 2:48,P6263,Huawei Headphones,Headphones,Huawei,Huawei 15,Accessory,2,67.65,38,C842,32,Male,Shopee,30,QR Pay,4.7,S004,8.35,ST005,Completed,37
T01580,1/11/2022 22:26,P5627,Apple 10 Camera Replacement,Camera,Apple,Apple 10,Repair,1,143,143,C239,34,Female,Shopee,39,Credit Card,4.3,S001,0,ST007,Completed,57
T01581,26/12/2024 9:44,P8251,Vivo 20 Charging Port Replacement,Charging Port,Vivo,Vivo 20,Repair,1,194,194,C291,18,Male,Walk-In,37,Cash,4.1,S003,0,ST003,Completed,59
T01582,23/9/2025 6:33,P3309,Apple Case,Case,Apple,Apple 18,Accessory,3,116.69,39,C982,42,Female,Lazada,0,QR Pay,4.5,S004,0.31,ST004,Completed,31
T01583,2/4/2025 9:40,P6328,Apple 12 Screen Replacement,Screen,Apple,Apple 12,Repair,1,121,121,C305,53,Male,Lazada,162,Online Banking,3.5,S003,0,ST009,Completed,7
T01584,6/4/2025 5:50,P1901,Xiaomi 17 Speaker Replacement,Speaker,Xiaomi,Xiaomi 17,Repair,1,350,350,C197,47,Female,Shopee,58,Cash,4.8,S004,0,ST006,Completed,15
T01585,6/4/2024 22:27,P8604,Xiaomi 14 Motherboard Replacement,Motherboard,Xiaomi,Xiaomi 14,Repair,1,208,208,C420,18,Male,Lazada,74,Credit Card,4.8,S004,0,ST009,Completed,48
T01586,3/12/2024 6:09,P7577,Xiaomi 17 Charging Port Replacement,Charging Port,Xiaomi,Xiaomi 17,Repair,1,234,234,C344,55,Female,Shopee,141,Online Banking,3.1,S003,0,ST003,Completed,88
T01587,14/1/2025 23:42,P5585,Huawei 18 Battery Replacement,Battery,Huawei,Huawei 18,Repair,1,91,91,C451,37,Male,Walk-In,156,Credit Card,4.8,S003,0,ST006,Completed,83
T01588,29/11/2022 8:59,P3407,Huawei 17 Battery Replacement,Battery,Huawei,Huawei 17,Repair,1,129,129,C248,56,Male,Lazada,56,Online Banking,4.3,S003,0,ST010,Completed,89
T01589,3/1/2025 0:45,P2824,Realme Charger,Charger,Realme,Realme 20,Accessory,2,301.58,153,C566,33,Female,Lazada,0,Cash,4.2,S001,4.42,ST001,Completed,30
T01590,13/5/2025 4:26,P5752,Realme Cable,Cable,Realme,Realme 17,Accessory,2,150.19,79,C632,40,Male,Shopee,0,Online Banking,3.2,S001,7.81,ST002,Completed,39
T01591,12/4/2023 0:20,P9787,Oppo Charger,Charger,Oppo,Oppo 20,Accessory,1,113.51,123,C733,27,Female,Lazada,0,Online Banking,4.4,S002,9.49,ST005,Completed,97
T01592,21/4/2024 1:35,P6602,Xiaomi Headphones,Headphones,Xiaomi,Xiaomi 14,Accessory,2,255.74,128,C342,18,Female,Lazada,30,Credit Card,3.9,S002,0.26,ST003,Completed,11
T01593,4/7/2023 3:13,P1708,Huawei 12 Charging Port Replacement,Charging Port,Huawei,Huawei 12,Repair,1,335,335,C556,53,Male,Walk-In,147,Credit Card,4.5,S001,0,ST003,Completed,21
T01594,16/1/2024 23:41,P3665,Xiaomi 18 Charging Port Replacement,Charging Port,Xiaomi,Xiaomi 18,Repair,1,119,119,C768,27,Male,Shopee,98,QR Pay,4.7,S001,0,ST007,Completed,39
T01595,23/3/2023 10:04,P9332,Vivo Headphones,Headphones,Vivo,Vivo 25,Accessory,1,190.56,200,C465,27,Female,Walk-In,0,Credit Card,5,S003,9.44,ST003,Completed,97
T01596,3/8/2025 8:27,P2628,Realme Charger,Charger,Realme,Realme 10,Accessory,2,131.73,69,C667,31,Female,Shopee,30,Credit Card,3,S003,6.27,ST003,Completed,45
T01597,18/12/2024 0:03,P2418,Oppo Screen Protector,Screen Protector,Oppo,Oppo 19,Accessory,1,18.02,23,C158,49,Male,Walk-In,60,Online Banking,3.8,S002,4.98,ST007,Completed,98
T01598,14/5/2025 23:51,P7321,Apple 20 Speaker Replacement,Speaker,Apple,Apple 20,Repair,1,265,265,C359,26,Female,Lazada,52,Online Banking,5,S003,0,ST008,Completed,48
T01599,23/2/2025 8:06,P8973,Samsung 25 Speaker Replacement,Speaker,Samsung,Samsung 25,Repair,1,397,397,C508,48,Female,Walk-In,155,Online Banking,4.9,S001,0,ST006,Completed,77
T01600,6/2/2024 4:31,P7198,Apple 15 Screen Replacement,Screen,Apple,Apple 15,Repair,1,332,332,C962,60,Female,Shopee,100,QR Pay,4.5,S004,0,ST005,Completed,60
T01601,25/11/2023 23:04,P7466,Realme 15 Charging Port Replacement,Charging Port,Realme,Realme 15,Repair,1,389,389,C159,36,Male,Lazada,74,QR Pay,3.7,S002,0,ST006,Completed,4
T01602,9/1/2025 8:50,P8772,Realme Cable,Cable,Realme,Realme 25,Accessory,3,419.67,140,C607,32,Female,Walk-In,30,Cash,5,S001,0.33,ST004,Completed,95
T01603,23/4/2024 0:13,P7624,Xiaomi 19 Motherboard Replacement,Motherboard,Xiaomi,Xiaomi 19,Repair,1,93,93,C975,45,Female,Shopee,111,Online Banking,4.4,S002,0,ST004,Completed,27
T01604,3/9/2023 2:08,P1612,Apple 17 Battery Replacement,Battery,Apple,Apple 17,Repair,1,158,158,C181,47,Male,Shopee,46,Cash,4.8,S003,0,ST003,Completed,24
T01605,12/8/2025 6:33,P3485,Huawei 19 Charging Port Replacement,Charging Port,Huawei,Huawei 19,Repair,1,180,180,C509,31,Male,Lazada,40,Online Banking,4.3,S001,0,ST003,Completed,49
T01606,27/4/2024 21:58,P9108,Xiaomi 23 Screen Replacement,Screen,Xiaomi,Xiaomi 23,Repair,1,106,106,C716,29,Female,Lazada,79,Cash,4.4,S003,0,ST001,Completed,91
T01607,16/8/2023 23:11,P8898,Apple Cable,Cable,Apple,Apple 25,Accessory,2,151.64,76,C286,26,Male,Walk-In,60,Credit Card,4.6,S001,0.36,ST002,Completed,28
T01608,10/4/2025 6:18,P8898,Vivo 23 Charging Port Replacement,Charging Port,Vivo,Vivo 23,Repair,1,219,219,C804,23,Female,Shopee,35,Online Banking,3.6,S002,0,ST010,Completed,67
T01609,22/2/2025 1:45,P8985,Samsung 13 Battery Replacement,Battery,Samsung,Samsung 13,Repair,1,241,241,C273,40,Male,Walk-In,137,Credit Card,4.1,S002,0,ST010,Completed,48
T01610,27/10/2022 3:32,P3492,Vivo Screen Protector,Screen Protector,Vivo,Vivo 21,Accessory,2,129.74,66,C142,30,Male,Walk-In,0,QR Pay,3,S001,2.26,ST009,Completed,9
T01611,21/12/2023 9:45,P2757,Apple Case,Case,Apple,Apple 16,Accessory,3,58.21,20,C845,45,Male,Lazada,30,Credit Card,4.9,S004,1.79,ST001,Completed,99
T01612,17/9/2025 2:45,P8233,Samsung Charger,Charger,Samsung,Samsung 18,Accessory,3,199.54,67,C583,41,Male,Walk-In,60,Online Banking,3.8,S004,1.46,ST002,Completed,84
T01613,18/6/2023 6:58,P4709,Realme Screen Protector,Screen Protector,Realme,Realme 20,Accessory,3,188.86,64,C521,19,Male,Lazada,0,Online Banking,3.2,S002,3.14,ST002,Completed,93
T01614,6/10/2025 1:14,P8723,Realme 13 Screen Replacement,Screen,Realme,Realme 13,Repair,1,243,243,C538,22,Male,Lazada,63,Online Banking,3.1,S002,0,ST010,Completed,25
T01615,21/1/2025 9:36,P8273,Vivo 25 Battery Replacement,Battery,Vivo,Vivo 25,Repair,1,275,275,C800,40,Female,Lazada,104,QR Pay,3.6,S004,0,ST003,Completed,36
T01616,29/4/2024 8:39,P3094,Vivo 18 Speaker Replacement,Speaker,Vivo,Vivo 18,Repair,1,291,291,C946,23,Male,Walk-In,120,Cash,4.4,S004,0,ST009,Cancelled,81
T01617,13/11/2023 5:37,P7035,Samsung Cable,Cable,Samsung,Samsung 24,Accessory,1,31.41,40,C576,39,Male,Shopee,60,QR Pay,3.6,S001,8.59,ST010,Completed,61
T01618,16/7/2023 5:40,P4919,Huawei 20 Screen Replacement,Screen,Huawei,Huawei 20,Repair,1,391,391,C629,60,Female,Walk-In,30,QR Pay,3.7,S001,0,ST005,Completed,50
T01619,6/9/2025 1:56,P5664,Vivo 19 Motherboard Replacement,Motherboard,Vivo,Vivo 19,Repair,1,211,211,C675,29,Male,Lazada,90,QR Pay,4.7,S002,0,ST009,Completed,9
T01620,30/10/2023 7:22,P5201,Apple Screen Protector,Screen Protector,Apple,Apple 14,Accessory,1,44.63,46,C653,43,Female,Walk-In,60,Online Banking,4.5,S003,1.37,ST001,Refunded,69
T01621,7/9/2024 10:38,P7941,Realme Cable,Cable,Realme,Realme 18,Accessory,3,501.87,170,C462,34,Male,Lazada,30,QR Pay,3.5,S002,8.13,ST006,Completed,76
T01622,8/8/2024 9:34,P3606,Xiaomi 25 Battery Replacement,Battery,Xiaomi,Xiaomi 25,Repair,1,169,169,C151,45,Female,Shopee,166,Online Banking,3.5,S004,0,ST003,Completed,25
T01623,10/12/2022 8:28,P6744,Samsung Case,Case,Samsung,Samsung 10,Accessory,1,14.27,21,C214,26,Female,Lazada,0,Credit Card,4.5,S003,6.73,ST002,Completed,46
T01624,22/9/2023 0:12,P8546,Oppo Headphones,Headphones,Oppo,Oppo 13,Accessory,1,122.48,124,C909,55,Male,Shopee,30,Cash,4,S002,1.52,ST010,Completed,31
T01625,9/11/2023 2:09,P6695,Vivo 14 Screen Replacement,Screen,Vivo,Vivo 14,Repair,1,129,129,C470,30,Male,Shopee,177,Online Banking,3.4,S001,0,ST010,Completed,46
T01626,20/9/2023 2:12,P3834,Oppo Case,Case,Oppo,Oppo 21,Accessory,2,108.21,57,C201,25,Male,Shopee,60,Online Banking,3.7,S003,5.79,ST003,Refunded,47
T01627,6/4/2025 7:39,P3074,Vivo Cable,Cable,Vivo,Vivo 20,Accessory,1,41.08,50,C182,18,Male,Lazada,0,Cash,3.9,S002,8.92,ST009,Completed,14
T01628,16/1/2025 8:16,P9040,Apple 25 Charging Port Replacement,Charging Port,Apple,Apple 25,Repair,1,100,100,C378,27,Female,Shopee,137,QR Pay,3.8,S004,0,ST005,Completed,8
T01629,30/10/2023 8:18,P1827,Huawei 16 Screen Replacement,Screen,Huawei,Huawei 16,Repair,1,118,118,C573,51,Female,Walk-In,125,Credit Card,3.5,S002,0,ST003,Completed,36
T01630,24/5/2025 21:55,P9561,Xiaomi 13 Charging Port Replacement,Charging Port,Xiaomi,Xiaomi 13,Repair,1,362,362,C267,23,Male,Shopee,127,Cash,3,S001,0,ST009,Completed,25
T01631,19/12/2024 1:52,P1413,Vivo Case,Case,Vivo,Vivo 19,Accessory,3,468.34,157,C626,55,Male,Shopee,30,Cash,3.5,S001,2.66,ST001,Cancelled,55
T01632,10/7/2025 0:58,P6028,Oppo 14 Screen Replacement,Screen,Oppo,Oppo 14,Repair,1,152,152,C848,22,Male,Walk-In,132,Online Banking,3.7,S001,0,ST009,Completed,19
T01633,25/9/2025 23:38,P4487,Samsung 17 Battery Replacement,Battery,Samsung,Samsung 17,Repair,1,219,219,C574,60,Female,Walk-In,39,Cash,4,S003,0,ST002,Completed,66
T01634,2/3/2023 2:07,P7964,Huawei 16 Camera Replacement,Camera,Huawei,Huawei 16,Repair,1,197,197,C952,32,Female,Walk-In,141,Online Banking,3.2,S004,0,ST002,Completed,2
T01635,25/10/2023 22:04,P6610,Apple 24 Screen Replacement,Screen,Apple,Apple 24,Repair,1,250,250,C594,28,Male,Shopee,76,Cash,3.4,S002,0,ST004,Completed,89
T01636,22/9/2024 0:01,P7039,Huawei Case,Case,Huawei,Huawei 13,Accessory,3,383.05,128,C575,59,Male,Walk-In,60,Cash,4.8,S003,0.95,ST002,Completed,92
T01637,17/2/2023 2:56,P1762,Oppo Case,Case,Oppo,Oppo 13,Accessory,2,227.18,116,C660,26,Male,Shopee,30,QR Pay,3.5,S002,4.82,ST006,Completed,38
T01638,27/4/2025 3:52,P3497,Apple 21 Charging Port Replacement,Charging Port,Apple,Apple 21,Repair,1,307,307,C385,28,Male,Lazada,67,QR Pay,3.1,S004,0,ST003,Completed,46
T01639,31/1/2024 6:05,P4324,Realme Charger,Charger,Realme,Realme 18,Accessory,1,17.28,20,C115,48,Female,Shopee,30,Cash,3.4,S004,2.72,ST009,Completed,30
T01640,10/11/2024 9:33,P1060,Xiaomi Screen Protector,Screen Protector,Xiaomi,Xiaomi 21,Accessory,2,155.08,82,C302,18,Male,Walk-In,30,Credit Card,4.7,S004,8.92,ST007,Completed,77
T01641,4/3/2025 1:18,P2913,Vivo Headphones,Headphones,Vivo,Vivo 19,Accessory,1,143.34,147,C518,58,Male,Shopee,30,Cash,3.2,S001,3.66,ST002,Completed,7
T01642,11/6/2025 9:46,P5575,Realme Screen Protector,Screen Protector,Realme,Realme 20,Accessory,1,34.98,38,C436,21,Male,Walk-In,30,Cash,4.5,S004,3.02,ST007,Completed,26
T01643,23/6/2024 22:03,P2575,Samsung 11 Charging Port Replacement,Charging Port,Samsung,Samsung 11,Repair,1,303,303,C309,44,Female,Lazada,170,Credit Card,4.2,S004,0,ST006,Refunded,77
T01644,23/1/2024 8:14,P7940,Samsung 19 Camera Replacement,Camera,Samsung,Samsung 19,Repair,1,357,357,C644,18,Male,Lazada,155,QR Pay,3.2,S001,0,ST008,Completed,36
T01645,19/3/2024 5:13,P6316,Oppo 24 Battery Replacement,Battery,Oppo,Oppo 24,Repair,1,336,336,C588,44,Female,Walk-In,163,Cash,3.4,S004,0,ST003,Completed,79
T01646,1/2/2023 2:23,P1737,Realme Power Bank,Power Bank,Realme,Realme 11,Accessory,2,393.09,200,C493,56,Male,Walk-In,30,Credit Card,4.9,S004,6.91,ST002,Completed,19
T01647,24/7/2025 0:54,P6781,Huawei Power Bank,Power Bank,Huawei,Huawei 24,Accessory,2,322.57,166,C897,20,Female,Shopee,60,Credit Card,4.2,S003,9.43,ST003,Refunded,4
T01648,21/5/2025 5:34,P8724,Vivo 14 Screen Replacement,Screen,Vivo,Vivo 14,Repair,1,355,355,C576,58,Male,Shopee,55,Cash,4.4,S002,0,ST007,Completed,82
T01649,10/3/2024 8:00,P2881,Xiaomi 16 Battery Replacement,Battery,Xiaomi,Xiaomi 16,Repair,1,317,317,C289,59,Female,Walk-In,68,QR Pay,5,S002,0,ST003,Completed,78
T01650,15/6/2025 3:52,P7319,Apple Charger,Charger,Apple,Apple 17,Accessory,1,100.43,103,C178,39,Male,Shopee,0,QR Pay,3.9,S002,2.57,ST006,Completed,60
T01651,2/7/2024 23:58,P9237,Vivo Power Bank,Power Bank,Vivo,Vivo 25,Accessory,3,189.93,65,C788,36,Female,Lazada,60,QR Pay,4,S002,5.07,ST004,Completed,100
T01652,8/12/2023 6:46,P3856,Vivo Case,Case,Vivo,Vivo 10,Accessory,2,380.6,191,C617,57,Female,Walk-In,0,QR Pay,3.9,S003,1.4,ST004,Completed,92
T01653,4/1/2025 8:47,P3684,Oppo Cable,Cable,Oppo,Oppo 14,Accessory,3,450.45,152,C700,39,Female,Shopee,0,Credit Card,4.5,S004,5.55,ST001,Completed,65
T01654,10/7/2024 7:28,P9784,Oppo 24 Charging Port Replacement,Charging Port,Oppo,Oppo 24,Repair,1,353,353,C462,59,Female,Shopee,102,Credit Card,4.5,S003,0,ST009,Completed,69
T01655,6/2/2023 7:51,P8319,Xiaomi 12 Speaker Replacement,Speaker,Xiaomi,Xiaomi 12,Repair,1,384,384,C810,47,Male,Walk-In,69,Online Banking,4,S004,0,ST001,Completed,82
T01656,19/11/2023 7:06,P3696,Huawei Screen Protector,Screen Protector,Huawei,Huawei 17,Accessory,1,130.51,135,C691,35,Male,Lazada,30,Cash,4.4,S001,4.49,ST010,Completed,59
T01657,16/12/2022 0:52,P7673,Samsung 20 Speaker Replacement,Speaker,Samsung,Samsung 20,Repair,1,354,354,C203,19,Female,Walk-In,121,QR Pay,3,S003,0,ST006,Completed,58
T01658,23/8/2023 22:46,P6885,Samsung 14 Screen Replacement,Screen,Samsung,Samsung 14,Repair,1,360,360,C313,30,Female,Walk-In,180,Credit Card,4,S002,0,ST008,Completed,71
T01659,24/10/2024 8:00,P3984,Samsung 25 Charging Port Replacement,Charging Port,Samsung,Samsung 25,Repair,1,169,169,C357,33,Female,Lazada,161,Cash,3.2,S002,0,ST003,Completed,40
T01660,13/6/2023 10:01,P9673,Oppo Power Bank,Power Bank,Oppo,Oppo 13,Accessory,3,521.6,174,C749,36,Female,Walk-In,60,Online Banking,3.3,S002,0.4,ST002,Completed,15
T01661,15/1/2023 8:15,P4387,Xiaomi Screen Protector,Screen Protector,Xiaomi,Xiaomi 15,Accessory,1,127.9,133,C928,28,Female,Lazada,60,Online Banking,3,S002,5.1,ST002,Completed,36
T01662,24/4/2025 5:11,P7609,Huawei 17 Motherboard Replacement,Motherboard,Huawei,Huawei 17,Repair,1,353,353,C530,20,Male,Shopee,79,QR Pay,4.6,S004,0,ST005,Completed,2
T01663,16/8/2024 5:17,P9370,Apple 21 Battery Replacement,Battery,Apple,Apple 21,Repair,1,128,128,C910,38,Male,Shopee,165,Credit Card,4.3,S001,0,ST005,Refunded,40
T01664,29/8/2024 6:56,P5979,Vivo 19 Speaker Replacement,Speaker,Vivo,Vivo 19,Repair,1,303,303,C621,59,Male,Lazada,70,QR Pay,4.3,S001,0,ST007,Completed,88
T01665,8/9/2024 1:20,P9455,Realme Power Bank,Power Bank,Realme,Realme 15,Accessory,2,160.95,81,C434,54,Male,Walk-In,30,QR Pay,3,S004,1.05,ST007,Completed,42
T01666,14/4/2024 5:55,P2328,Xiaomi 10 Motherboard Replacement,Motherboard,Xiaomi,Xiaomi 10,Repair,1,103,103,C615,42,Female,Lazada,31,QR Pay,4.4,S001,0,ST009,Cancelled,7
T01667,12/2/2025 10:33,P3751,Apple Power Bank,Power Bank,Apple,Apple 17,Accessory,1,39.24,46,C899,20,Male,Walk-In,60,Credit Card,5,S003,6.76,ST001,Completed,65
T01668,26/9/2025 3:08,P2557,Apple Cable,Cable,Apple,Apple 18,Accessory,3,343.11,117,C626,40,Female,Shopee,0,Credit Card,3.5,S003,7.89,ST009,Completed,92
T01669,8/1/2023 9:56,P2407,Oppo 19 Camera Replacement,Camera,Oppo,Oppo 19,Repair,1,100,100,C847,29,Female,Lazada,142,Cash,3.4,S003,0,ST003,Completed,23
T01670,8/2/2025 1:09,P9229,Xiaomi 19 Motherboard Replacement,Motherboard,Xiaomi,Xiaomi 19,Repair,1,107,107,C671,25,Female,Shopee,61,QR Pay,5,S001,0,ST009,Completed,30
T01671,25/6/2023 0:12,P1823,Huawei 23 Battery Replacement,Battery,Huawei,Huawei 23,Repair,1,187,187,C313,39,Male,Shopee,178,Online Banking,3,S001,0,ST005,Completed,10
T01672,16/12/2023 7:17,P5332,Xiaomi 23 Screen Replacement,Screen,Xiaomi,Xiaomi 23,Repair,1,114,114,C338,51,Female,Walk-In,153,QR Pay,3.7,S002,0,ST010,Completed,9
T01673,21/10/2024 23:13,P1608,Xiaomi 13 Battery Replacement,Battery,Xiaomi,Xiaomi 13,Repair,1,345,345,C894,29,Male,Shopee,177,Credit Card,3.8,S003,0,ST005,Completed,40
T01674,20/5/2024 4:28,P9799,Xiaomi 24 Battery Replacement,Battery,Xiaomi,Xiaomi 24,Repair,1,127,127,C870,31,Male,Walk-In,175,Cash,4.2,S003,0,ST003,Refunded,7
T01675,29/11/2022 2:33,P4613,Huawei 24 Speaker Replacement,Speaker,Huawei,Huawei 24,Repair,1,275,275,C847,36,Female,Shopee,164,Online Banking,4,S001,0,ST006,Completed,37
T01676,12/8/2025 4:04,P1851,Xiaomi 21 Charging Port Replacement,Charging Port,Xiaomi,Xiaomi 21,Repair,1,328,328,C642,55,Female,Walk-In,123,Online Banking,3.5,S001,0,ST008,Completed,56
T01677,1/6/2024 0:09,P4365,Xiaomi 17 Screen Replacement,Screen,Xiaomi,Xiaomi 17,Repair,1,288,288,C628,21,Male,Shopee,72,Cash,4.4,S001,0,ST002,Completed,91
T01678,17/11/2023 10:09,P1733,Oppo 20 Charging Port Replacement,Charging Port,Oppo,Oppo 20,Repair,1,244,244,C165,54,Female,Walk-In,76,Cash,4.6,S003,0,ST008,Refunded,60
T01679,26/1/2025 3:37,P8782,Vivo Headphones,Headphones,Vivo,Vivo 15,Accessory,2,62.61,36,C130,28,Female,Shopee,60,Cash,4.3,S002,9.39,ST004,Completed,49
T01680,8/9/2024 8:18,P4099,Oppo 18 Camera Replacement,Camera,Oppo,Oppo 18,Repair,1,189,189,C164,24,Female,Shopee,83,Cash,3.3,S004,0,ST007,Completed,88
T01681,27/1/2025 5:52,P3776,Samsung Headphones,Headphones,Samsung,Samsung 12,Accessory,3,74.03,25,C942,51,Male,Walk-In,60,Online Banking,3,S003,0.97,ST002,Completed,99
T01682,23/6/2023 2:03,P7458,Samsung Cable,Cable,Samsung,Samsung 19,Accessory,2,207.92,104,C931,32,Female,Shopee,0,Online Banking,3.1,S002,0.08,ST004,Completed,22
T01683,5/12/2022 3:21,P1645,Xiaomi Charger,Charger,Xiaomi,Xiaomi 17,Accessory,1,134.36,135,C903,53,Male,Walk-In,30,Online Banking,4.9,S002,0.64,ST010,Completed,52
T01684,14/5/2024 22:37,P4688,Oppo Cable,Cable,Oppo,Oppo 13,Accessory,3,108.38,39,C254,21,Male,Lazada,30,Cash,4,S002,8.62,ST005,Completed,34
T01685,7/1/2025 6:55,P2719,Samsung Headphones,Headphones,Samsung,Samsung 22,Accessory,3,367.18,124,C418,26,Female,Shopee,30,QR Pay,3.1,S001,4.82,ST010,Cancelled,11
T01686,24/6/2023 23:02,P8346,Samsung 11 Motherboard Replacement,Motherboard,Samsung,Samsung 11,Repair,1,206,206,C354,48,Female,Lazada,33,QR Pay,3.6,S004,0,ST002,Completed,40
T01687,29/11/2022 8:58,P9196,Vivo Screen Protector,Screen Protector,Vivo,Vivo 13,Accessory,1,162.17,165,C915,26,Female,Walk-In,60,Cash,4.9,S003,2.83,ST004,Completed,9
T01688,7/10/2024 2:54,P3542,Oppo Case,Case,Oppo,Oppo 19,Accessory,2,346.62,174,C729,35,Female,Walk-In,60,Cash,4.6,S002,1.38,ST004,Completed,54
T01689,12/4/2025 0:00,P9771,Xiaomi Headphones,Headphones,Xiaomi,Xiaomi 17,Accessory,3,323.43,111,C593,48,Male,Lazada,0,QR Pay,4.1,S001,9.57,ST006,Completed,91
T01690,2/6/2024 3:34,P1794,Huawei 16 Speaker Replacement,Speaker,Huawei,Huawei 16,Repair,1,387,387,C789,48,Male,Lazada,38,Cash,3.6,S003,0,ST004,Completed,96
T01691,20/2/2025 6:58,P2123,Apple Power Bank,Power Bank,Apple,Apple 19,Accessory,2,323.27,163,C649,57,Female,Lazada,30,Online Banking,4.3,S003,2.73,ST010,Completed,66
